Subject,BPM,RMSSD,SDNN,PNN50,SD1,SD2,LF_HF,Label
S3,1.0147107766971677,0.993628836287185,0.9638820617167632,1.072573295981304,0.9960757955094992,0.9551661888524728,1.1604062656967111,Baseline
S3,1.0147107766971677,0.993628836287185,0.9638820617167632,1.072573295981304,0.9960757955094992,0.9551661888524728,1.1604062656967111,Baseline
S3,1.010602133172254,1.0481394290115595,0.9924241268446846,1.085328221663244,1.0493881094527917,0.9678670591015494,1.2974177640508682,Baseline
S3,1.0154942834445315,1.0814103331709295,1.0567858324656962,1.0149607875114512,1.083505246977363,1.0531504019111315,0.9742975805056396,Baseline
S3,1.023547821413011,1.2369110182480287,1.1268404418269409,1.1032182472950558,1.2449576258113262,1.0714367953148252,0.7932793061221234,Baseline
S3,0.9975347155060488,1.1813413695610724,1.082679173533472,0.9724664550230492,1.190051606315295,1.0348101527795286,0.5802520984290681,Baseline
S3,0.9887372472098436,1.1450630657549108,0.953716937310388,0.9724664550230492,1.1531320339464088,0.8332743519653666,0.3535626211177898,Baseline
S3,0.9907760869781252,1.1307810904714837,1.02050390698032,0.9993859416672858,1.1346381330737234,0.9600209965925054,0.2016456296858098,Baseline
S3,0.997282225396252,1.187308075604786,1.0605328263501617,1.0425412436938275,1.186411505007002,0.9886323599767958,0.334946039310556,Baseline
S3,0.997282225396252,1.187308075604786,1.0605328263501617,1.0425412436938275,1.186411505007002,0.9886323599767958,0.334946039310556,Baseline
S3,0.993638108293454,1.1680119920269472,1.0290580190428176,1.0179695645495286,1.1677379240931478,0.9453919014885288,0.4314789710695885,Baseline
S3,0.993638108293454,1.1680119920269472,1.0290580190428176,1.0179695645495286,1.1677379240931478,0.9453919014885288,0.4314789710695885,Baseline
S3,0.995366173550516,1.0928168274104997,0.9621641497286384,0.9616732646232372,1.0902953887526583,0.881881063982498,0.3390403503783011,Baseline
S3,1.0021030155973374,1.063558204332816,0.978635665146594,0.9715438113275814,1.0599554322935556,0.9291673584304458,0.3337050514489407,Baseline
S3,1.0042675091298738,1.0920419618829242,0.9910378701410972,0.9561224809890484,1.0880454710428826,0.9307144929574266,0.3339178117323014,Baseline
S3,1.0009984235135714,1.0744533778446752,0.9595173075071712,0.975477187081944,1.0711666101191264,0.8900170870926118,0.3322033291736959,Baseline
S3,1.001730689163287,1.0803606024533852,0.9657352612836868,0.9653159663831736,1.0768135998347363,0.8969614433833838,0.3339037296536987,Baseline
S3,1.0103535612670551,1.0879255163958017,0.9680839955001656,0.9858546039657944,1.0869165884443177,0.8966021897709839,0.3359989807837287,Baseline
S3,1.0129022096272524,1.1366168120061009,1.0186419717612345,1.0161220698770252,1.138249144816827,0.9516305317702588,0.4830061100779148,Baseline
S3,1.0295983965037463,1.0773979489378311,1.11908548776886,0.946632431549951,1.080187701235105,1.157402063261462,0.7057512556645866,Baseline
S3,1.0449934013727948,0.9787342465229736,1.1946415503474297,0.8968096719946905,0.9823792035630324,1.3199809329685688,1.6662639673144295,Baseline
S3,1.0482153787777777,0.950725810724416,1.132885380346267,0.9438645004635478,0.953172397475688,1.238454677661026,1.815732760805664,Baseline
S3,1.060353265036726,0.9912806098561764,1.1264056847587205,1.0135817647023324,0.9955760668180454,1.2116753374835958,2.8023683659201826,Baseline
S3,1.056772576063901,0.9670711262357352,1.1068015403941576,0.9993859416672858,0.970248705204967,1.1929739073219772,2.3412518580001924,Baseline
S3,1.053470172355293,1.0380698641390085,1.327219942550855,1.1032182472950558,1.0443158532893984,1.4898338484109743,1.622930379835776,Baseline
S3,1.0575479044603922,1.1103417658950108,1.4654715003234773,1.1380567182622678,1.127706721016255,1.6725526732741982,0.9857237315269848,Baseline
S3,1.0407492954044903,0.9142486978851128,1.5597489725726472,1.056766952672106,0.894631143358975,1.8835715849276733,2.867897580817798,Baseline
S3,1.0321627819473953,1.0801469135462038,1.5167542902790518,1.1232767608822387,1.0784350450433036,1.7574530151738696,5.534006293273492,Baseline
S3,1.026665076652571,1.107898637510866,1.3766489192621318,1.06517623876764,1.1111515571153123,1.532337517250589,2.290525760848769,Baseline
S3,1.0221104149615972,1.0739479296344367,1.29046348306503,1.1380567182622678,1.0749382243741743,1.4142589108421544,1.475785147930171,Baseline
S3,1.008611751603557,1.0810473841704618,1.1210209834578886,1.0983150550848555,1.0786099681836074,1.1527437443855275,0.5438580001897564,Baseline
S3,0.9918149691091136,1.0624788326842316,0.9810378380419386,1.1301260094242034,1.0633422692855636,0.9375999778772026,0.652128335371192,Baseline
S3,0.982195138875288,1.1055978201558756,0.9696044541980064,1.1583791596598083,1.1082884337935144,0.8890746886197035,0.5256397234295325,Baseline
S3,0.982195138875288,1.1055978201558756,0.9696044541980064,1.1583791596598083,1.1082884337935144,0.8890746886197035,0.5256397234295325,Baseline
S3,0.9811419819346774,1.1227097635411234,0.99243130596416,1.1356658428037338,1.126108872784991,0.9174435897233272,0.5140341326134148,Baseline
S3,0.9897512524880115,1.1510448824480872,0.9384907471387656,1.206644957978967,1.1559528000225725,0.797224838890128,0.4488453535908129,Baseline
S3,0.9897512524880115,1.1510448824480872,0.9384907471387656,1.206644957978967,1.1559528000225725,0.797224838890128,0.4488453535908129,Baseline
S3,0.9923839966301172,1.1537647727313016,0.9360771075853868,1.195746229326254,1.1582550775635403,0.7915012555069407,0.4251377810934062,Baseline
S3,0.9987610689682692,1.0563449646919545,0.8517316277678731,1.18412091876336,1.0613453589314692,0.714531922161187,0.4085729802968363,Baseline
S3,0.9995622752210872,0.9468468853137716,0.821839677989358,1.1032182472950558,0.951155510631731,0.7504260520842323,0.2717477404021009,Baseline
S3,0.995150832687242,0.942826922632715,0.8092730132833303,1.1738242151219394,0.9482826059553862,0.7331015575782036,0.1880809875694038,Baseline
