Subject,BPM,RMSSD,SDNN,PNN50,SD1,SD2,LF_HF,Label
S3,1.0147107766971675,0.993628836287185,0.9638820617167633,1.0725732959813041,0.9960757955094991,0.9551661888524728,1.1604062656967113,Baseline
S3,1.0147107766971675,0.993628836287185,0.9638820617167633,1.0725732959813041,0.9960757955094991,0.9551661888524728,1.1604062656967113,Baseline
S3,1.0106021331722541,1.0481394290115595,0.9924241268446846,1.085328221663244,1.0493881094527917,0.9678670591015494,1.2974177640508682,Baseline
S3,1.0154942834445317,1.0814103331709295,1.0567858324656962,1.0149607875114512,1.083505246977363,1.0531504019111315,0.9742975805056395,Baseline
S3,1.023547821413011,1.2369110182480287,1.1268404418269407,1.1032182472950558,1.2449576258113262,1.0714367953148252,0.7932793061221234,Baseline
S3,0.9975347155060488,1.1813413695610724,1.082679173533472,0.9724664550230491,1.190051606315295,1.0348101527795286,0.5802520984290681,Baseline
S3,0.9887372472098436,1.1450630657549108,0.9537169373103879,0.9724664550230491,1.1531320339464088,0.8332743519653666,0.35356262111778985,Baseline
S3,0.9907760869781252,1.1307810904714837,1.0205039069803201,0.9993859416672858,1.1346381330737234,0.9600209965925054,0.2016456296858098,Baseline
S3,0.9972822253962521,1.187308075604786,1.0605328263501617,1.0425412436938277,1.186411505007002,0.9886323599767958,0.33494603931055605,Baseline
S3,0.9972822253962521,1.187308075604786,1.0605328263501617,1.0425412436938277,1.186411505007002,0.9886323599767958,0.33494603931055605,Baseline
S3,0.9936381082934539,1.1680119920269472,1.0290580190428176,1.0179695645495286,1.1677379240931478,0.9453919014885288,0.43147897106958855,Baseline
S3,0.9936381082934539,1.1680119920269472,1.0290580190428176,1.0179695645495286,1.1677379240931478,0.9453919014885288,0.43147897106958855,Baseline
S3,0.995366173550516,1.0928168274104995,0.9621641497286384,0.9616732646232372,1.0902953887526585,0.881881063982498,0.3390403503783011,Baseline
S3,1.0021030155973374,1.063558204332816,0.978635665146594,0.9715438113275814,1.0599554322935556,0.9291673584304458,0.33370505144894075,Baseline
S3,1.0042675091298738,1.0920419618829242,0.9910378701410973,0.9561224809890483,1.0880454710428826,0.9307144929574266,0.3339178117323014,Baseline
S3,1.0009984235135714,1.0744533778446752,0.9595173075071713,0.975477187081944,1.0711666101191264,0.8900170870926118,0.33220332917369594,Baseline
S3,1.001730689163287,1.0803606024533852,0.9657352612836869,0.9653159663831737,1.0768135998347363,0.8969614433833838,0.33390372965369874,Baseline
S3,1.0103535612670551,1.0879255163958017,0.9680839955001657,0.9858546039657945,1.0869165884443175,0.8966021897709839,0.33599898078372875,Baseline
S3,1.0129022096272524,1.1366168120061009,1.0186419717612343,1.0161220698770252,1.138249144816827,0.9516305317702588,0.48300611007791483,Baseline
S3,1.0295983965037465,1.0773979489378311,1.11908548776886,0.946632431549951,1.0801877012351053,1.1574020632614619,0.7057512556645866,Baseline
S3,1.0449934013727948,0.9787342465229736,1.1946415503474295,0.8968096719946905,0.9823792035630324,1.3199809329685688,1.6662639673144297,Baseline
S3,1.0482153787777777,0.950725810724416,1.132885380346267,0.9438645004635478,0.953172397475688,1.2384546776610261,1.8157327608056635,Baseline
S3,1.060353265036726,0.9912806098561765,1.1264056847587203,1.0135817647023324,0.9955760668180454,1.2116753374835958,2.8023683659201826,Baseline
S3,1.056772576063901,0.9670711262357353,1.1068015403941576,0.9993859416672858,0.970248705204967,1.1929739073219772,2.3412518580001924,Baseline
S3,1.053470172355293,1.0380698641390085,1.327219942550855,1.1032182472950558,1.0443158532893984,1.4898338484109743,1.622930379835776,Baseline
S3,1.0575479044603922,1.1103417658950108,1.4654715003234773,1.1380567182622678,1.127706721016255,1.6725526732741982,0.9857237315269847,Baseline
S3,1.0407492954044903,0.9142486978851129,1.5597489725726472,1.056766952672106,0.894631143358975,1.8835715849276737,2.867897580817798,Baseline
S3,1.0321627819473953,1.0801469135462038,1.5167542902790518,1.1232767608822387,1.0784350450433036,1.7574530151738696,5.534006293273492,Baseline
S3,1.0266650766525707,1.107898637510866,1.3766489192621318,1.06517623876764,1.1111515571153123,1.532337517250589,2.2905257608487695,Baseline
S3,1.0221104149615972,1.0739479296344367,1.2904634830650301,1.1380567182622678,1.0749382243741743,1.4142589108421544,1.4757851479301707,Baseline
S3,1.0086117516035573,1.0810473841704618,1.1210209834578886,1.0983150550848555,1.0786099681836074,1.1527437443855275,0.5438580001897564,Baseline
S3,0.9918149691091137,1.0624788326842316,0.9810378380419386,1.1301260094242034,1.0633422692855636,0.9375999778772026,0.652128335371192,Baseline
S3,0.9821951388752879,1.1055978201558756,0.9696044541980063,1.1583791596598085,1.1082884337935144,0.8890746886197035,0.5256397234295325,Baseline
S3,0.9821951388752879,1.1055978201558756,0.9696044541980063,1.1583791596598085,1.1082884337935144,0.8890746886197035,0.5256397234295325,Baseline
S3,0.9811419819346774,1.1227097635411234,0.9924313059641601,1.1356658428037338,1.126108872784991,0.9174435897233272,0.5140341326134148,Baseline
S3,0.9897512524880117,1.1510448824480872,0.9384907471387657,1.2066449579789673,1.1559528000225723,0.797224838890128,0.4488453535908129,Baseline
S3,0.9897512524880117,1.1510448824480872,0.9384907471387657,1.2066449579789673,1.1559528000225723,0.797224838890128,0.4488453535908129,Baseline
S3,0.9923839966301171,1.1537647727313016,0.9360771075853868,1.195746229326254,1.1582550775635403,0.7915012555069407,0.4251377810934062,Baseline
S3,0.9987610689682692,1.0563449646919545,0.8517316277678731,1.18412091876336,1.0613453589314692,0.714531922161187,0.40857298029683636,Baseline
S3,0.9995622752210872,0.9468468853137716,0.821839677989358,1.1032182472950558,0.951155510631731,0.7504260520842323,0.2717477404021009,Baseline
S3,0.9951508326872421,0.942826922632715,0.8092730132833303,1.1738242151219394,0.9482826059553862,0.7331015575782036,0.18808098756940386,Baseline
S3,0.9843546813420367,0.8798082100559832,0.9223538906075461,0.8424575706616788,0.8902021687402771,0.9631812994258405,0.634907446140506,Baseline
S3,1.0077848086889294,0.8500721583224811,0.9873534421298389,0.8205185714256977,0.8536939790064031,1.071186853104654,0.7246215178068031,Baseline
S3,1.007095496374824,0.8207354240867099,0.9109279567303676,0.7722527731065391,0.8218635738260219,0.9683131051157282,0.9177884000226118,Baseline
S3,1.0235773258867849,0.7756880207709482,0.8679363084124542,0.7956543722915856,0.7766360124489249,0.9283725667665047,1.2830571422490515,Baseline
S3,1.0226415905681356,0.7982765274555688,0.8674567140363905,0.7534173396161357,0.7978260400102232,0.9131252776857074,1.3551699724590374,Baseline
S3,1.0179080499626183,0.7952483895227384,0.8566004711898884,0.8031428840308006,0.793964974030488,0.8956935964470037,1.1544366184019739,Baseline
S3,1.0083569039885834,0.7609188549011454,0.8609909384692648,0.745623367137348,0.7586078542558239,0.9184886642571154,1.4552378796116583,Baseline
S3,1.0083569039885834,0.7609188549011454,0.8609909384692648,0.745623367137348,0.7586078542558239,0.9184886642571154,1.4552378796116583,Baseline
S3,1.0097026995039282,0.7667565679065458,0.8603210636607139,0.7587044788415119,0.7644289661830905,0.9148137837028174,1.4875318106629631,Baseline
S3,1.0022833452901359,0.7520425142430316,0.8720368348405613,0.7963856722661183,0.7493063164566608,0.9383876701404203,1.495307495873577,Baseline
S3,1.0024750873340529,0.7833698306986653,0.8769039485233225,0.8554184563641664,0.7804273446686015,0.9304211813482272,1.5847312365695416,Baseline
S3,1.0008053173937157,0.8010471173299272,0.8792567465564378,0.8701439696975088,0.7974574359827205,0.9245490633981265,1.6010806535345212,Baseline
S3,0.9977504880365773,0.7939434476188986,0.9007664771918782,0.8580586367850433,0.7910569274419263,0.9612802921457144,1.4437712043985178,Baseline
S3,0.9815884306128253,0.778919289708804,0.8354320208549705,0.8787703969833031,0.7767127859479055,0.8705790593415533,1.0133451997078091,Baseline
S3,0.9726299705713654,0.7658749416067331,0.8195435993634437,0.8510540764847572,0.7643713491608731,0.8546922718296532,0.8152330817049578,Baseline
S3,0.9699872193252375,0.7109873056108842,0.7724290722972211,0.8613588623111398,0.7094106295618857,0.810643130682596,0.724322868723209,Baseline
S3,0.9587875511998992,0.7418530920035841,0.6892224650426702,0.9207629217808734,0.7402329321258009,0.6603331290528863,0.7336374358604495,Baseline
S3,0.9529201845114262,0.7639996143590595,0.6588619752972613,0.9331387675037346,0.7631644478959407,0.5926388740526491,0.8602337402371192,Baseline
S3,0.9601235319577733,0.8181219478254738,0.7295401029171285,1.0639927096134536,0.8177605200880552,0.6772091174617249,0.792696230131358,Baseline
S3,0.9698327108318553,0.8464686028744357,0.8460944446378691,1.112043993273416,0.8452058495044223,0.8508269363059663,0.6435550061768437,Baseline
S3,0.9700602219944285,0.9316322972213428,0.8590247177275443,1.1365229491001896,0.9297251254395504,0.8180038111332075,0.6003673339275146,Baseline
S3,0.9739443446399761,0.954220481531494,0.8804266904312226,1.1080148483702517,0.9536094743433579,0.8399815502449998,0.36285275778387654,Baseline
S3,0.977014787360444,0.9621595750303872,0.8800220074198658,1.1032182472950558,0.9624177757029212,0.8348389126653346,0.2986442784403245,Baseline
S3,0.976877905892762,0.9573830697466447,0.8901765738572823,1.1032182472950558,0.960117933787466,0.8569707045907141,0.2321131145468737,Baseline
S3,0.971460685063423,0.9731711506511502,0.9434925869667067,1.0725732959813041,0.9756754979793132,0.9345472456672027,0.22849003525738065,Baseline
S3,0.9654638956629177,1.0774655599938916,1.0225141539047948,1.1484784830815196,1.0783998687398637,0.9978690501342196,0.7260504130301335,Baseline
S3,0.9654638956629177,1.0774655599938916,1.0225141539047948,1.1484784830815196,1.0783998687398637,0.9978690501342196,0.7260504130301335,Baseline
S3,0.9689561069860402,1.068342318339418,1.0280886984058613,1.0924551424433966,1.0686346517305199,1.0121689216861198,1.1872543658660282,Baseline
S3,0.9732137013702988,1.1255483571395315,1.074731005447331,1.147346977186858,1.1288800017661609,1.0542771804881663,1.3568538928230114,Baseline
S3,0.9799032031039823,1.0918727885676636,1.044171596597393,1.1088757767683637,1.0934603275732149,1.0239511421908087,1.0630676642187347,Baseline
